Category	Sub Category	Text	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29
Abilities	Speech Recognition	The ability to identify and understand the speech of another person.	understand, 0.84	person, 0.81	people, 0.78	ability, 0.77	explain, 0.77	learn, 0.76	think, 0.76	actually, 0.75	trying, 0.75	clearly, 0.74	knowing, 0.74	reason, 0.73	wrong, 0.72	words, 0.72	exactly, 0.72	truly, 0.72	matter, 0.72	speak, 0.71	usually, 0.71	probably, 0.71	means, 0.71	given, 0.7	expect, 0.7	answer, 0.7	right, 0.7	knows, 0.7	thought, 0.7	honestly, 0.7	difference, 0.7	especially, 0.7
Abilities	Inductive Reasoning	The ability to combine pieces of information to form general rules or conclusions (includes finding a relationship among seemingly unrelated events).	people, 0.73	stuff, 0.72	important, 0.72	different, 0.72	interesting, 0.72	especially, 0.72	based, 0.71	information, 0.71	including, 0.71	instead, 0.7	usually, 0.7	reason, 0.7	think, 0.7	actually, 0.7	certain, 0.69	having, 0.69	given, 0.69	making, 0.69	person, 0.68	process, 0.68	understand, 0.68	trying, 0.68	means, 0.68	knowing, 0.68	experience, 0.68	matter, 0.68	ability, 0.68	include, 0.67	consider, 0.67	apparently, 0.67
Abilities	Response Orientation	The ability to choose quickly between two or more movements in response to two or more different signals (lights, sounds, pictures). It includes the speed with which the correct response is started with the hand, foot, or other body part.	right, 0.81	think, 0.8	instead, 0.8	actually, 0.79	trying, 0.78	different, 0.78	people, 0.78	probably, 0.78	thought, 0.78	wrong, 0.77	getting, 0.77	better, 0.76	definitely, 0.76	makes, 0.76	having, 0.76	saying, 0.76	apparently, 0.76	making, 0.75	reason, 0.75	guess, 0.75	stuff, 0.74	taking, 0.74	person, 0.74	especially, 0.74	looking, 0.74	means, 0.74	clearly, 0.74	cause, 0.74	today, 0.73	supposed, 0.73
Abilities	Reaction Time	The ability to quickly respond (with the hand, finger, or foot) to a signal (sound, light, picture) when it appears.	right, 0.78	think, 0.76	trying, 0.76	instead, 0.75	actually, 0.75	wrong, 0.74	thought, 0.74	person, 0.73	people, 0.73	probably, 0.73	better, 0.73	makes, 0.72	cause, 0.72	turns, 0.72	hands, 0.72	reason, 0.71	apparently, 0.71	looking, 0.71	inside, 0.71	having, 0.71	takes, 0.71	saying, 0.71	getting, 0.71	close, 0.71	leave, 0.7	maybe, 0.7	picture, 0.7	wonder, 0.7	means, 0.7	guess, 0.7
Abilities	Peripheral Vision	The ability to see objects or movement of objects to one's side when the eyes are looking ahead.	looking, 0.79	people, 0.75	think, 0.75	right, 0.74	instead, 0.73	makes, 0.73	trying, 0.73	making, 0.71	better, 0.71	ahead, 0.71	having, 0.71	actually, 0.7	especially, 0.7	seeing, 0.7	thought, 0.7	person, 0.7	moving, 0.69	close, 0.69	today, 0.69	different, 0.69	small, 0.69	getting, 0.69	looks, 0.68	forward, 0.68	wonder, 0.68	objects, 0.68	reason, 0.68	thinking, 0.68	stuff, 0.68	giving, 0.68
Abilities	Hearing Sensitivity	The ability to detect or tell the differences between sounds that vary in pitch and loudness.	think, 0.71	understand, 0.71	ability, 0.7	different, 0.7	actually, 0.69	matter, 0.69	difference, 0.68	trying, 0.68	usually, 0.68	explain, 0.67	probably, 0.67	people, 0.67	learn, 0.67	better, 0.67	makes, 0.66	clearly, 0.66	definitely, 0.66	exactly, 0.66	especially, 0.65	right, 0.65	expect, 0.65	knowing, 0.64	doubt, 0.64	having, 0.64	weird, 0.64	instead, 0.64	experience, 0.64	change, 0.64	thought, 0.64	maybe, 0.64
Abilities	Visual Color Discrimination	The ability to match or detect differences between colors, including shades of color and brightness.	colors, 0.76	different, 0.75	color, 0.7	colours, 0.69	colour, 0.69	change, 0.67	think, 0.65	light, 0.65	people, 0.65	features, 0.64	based, 0.64	certain, 0.64	instead, 0.64	better, 0.64	changes, 0.63	ability, 0.63	difference, 0.63	matter, 0.63	actually, 0.62	changing, 0.62	understand, 0.62	especially, 0.61	showing, 0.61	including, 0.61	today, 0.61	feature, 0.61	having, 0.61	sense, 0.61	clearly, 0.61	definitely, 0.61
Abilities	Mathematical Reasoning	The ability to choose the right mathematical methods or formulas to solve a problem.	understand, 0.75	learn, 0.73	solve, 0.72	explain, 0.72	problems, 0.72	problem, 0.71	reason, 0.71	ability, 0.71	trying, 0.7	difficult, 0.7	right, 0.69	instead, 0.69	wrong, 0.69	think, 0.68	answer, 0.68	matter, 0.68	difference, 0.67	actually, 0.67	easier, 0.67	choose, 0.67	better, 0.67	people, 0.66	usually, 0.66	different, 0.66	common, 0.66	based, 0.66	means, 0.66	learning, 0.66	probably, 0.65	process, 0.65
Abilities	Written Expression	The ability to communicate information and ideas in writing so others will understand.	understand, 0.78	learn, 0.76	ability, 0.75	learning, 0.72	write, 0.71	writing, 0.71	explain, 0.71	people, 0.71	important, 0.7	trying, 0.7	interesting, 0.7	think, 0.69	actually, 0.69	communicate, 0.69	create, 0.68	words, 0.68	usually, 0.68	stuff, 0.68	instead, 0.68	skills, 0.67	knowing, 0.67	experience, 0.67	sense, 0.67	information, 0.67	different, 0.67	ideas, 0.67	understanding, 0.67	difficult, 0.67	advice, 0.66	especially, 0.66
Abilities	Static Strength	The ability to exert maximum muscle force to lift, push, pull, or carry objects.	force, 0.73	carry, 0.73	ability, 0.69	trying, 0.68	allow, 0.66	power, 0.66	handle, 0.66	strength, 0.65	takes, 0.64	bring, 0.64	think, 0.64	certain, 0.64	change, 0.63	instead, 0.63	effort, 0.63	matter, 0.63	putting, 0.63	expect, 0.63	stick, 0.62	people, 0.62	pushing, 0.62	right, 0.62	reach, 0.62	actually, 0.62	cause, 0.62	inside, 0.61	build, 0.61	possible, 0.61	better, 0.61	energy, 0.61
Abilities	Rate Control	The ability to time your movements or the movement of a piece of equipment in anticipation of changes in the speed and/or direction of a moving object or scene.	moving, 0.76	right, 0.76	makes, 0.74	think, 0.74	making, 0.74	change, 0.73	instead, 0.73	actually, 0.72	experience, 0.72	people, 0.72	trying, 0.72	different, 0.71	today, 0.71	thought, 0.71	working, 0.71	stuff, 0.71	means, 0.71	better, 0.71	getting, 0.71	comes, 0.7	reason, 0.7	especially, 0.7	having, 0.7	coming, 0.7	moves, 0.7	definitely, 0.7	takes, 0.69	cause, 0.69	matter, 0.69	person, 0.69
Abilities	Multilimb Coordination	The ability to coordinate two or more limbs (for example, two arms, two legs, or one leg and one arm) while sitting, standing, or lying down. It does not involve performing the activities while the whole body is in motion.	trying, 0.77	instead, 0.77	hands, 0.76	right, 0.75	having, 0.74	sitting, 0.74	probably, 0.73	actually, 0.73	think, 0.73	putting, 0.73	getting, 0.72	looking, 0.72	taking, 0.72	supposed, 0.72	thinking, 0.71	standing, 0.71	gonna, 0.7	working, 0.7	making, 0.7	especially, 0.7	holding, 0.7	literally, 0.7	definitely, 0.7	better, 0.7	people, 0.7	apparently, 0.7	inside, 0.69	talking, 0.69	running, 0.69	thought, 0.69
Abilities	Dynamic Flexibility	The ability to quickly and repeatedly bend, stretch, twist, or reach out with your body, arms, and/or legs.	hands, 0.74	trying, 0.73	right, 0.7	reach, 0.69	think, 0.69	close, 0.69	chest, 0.69	stretch, 0.68	instead, 0.68	touch, 0.68	fingers, 0.68	probably, 0.67	loose, 0.67	getting, 0.67	actually, 0.66	wanna, 0.66	inside, 0.66	makes, 0.66	better, 0.66	mouth, 0.66	quickly, 0.66	gotta, 0.66	stick, 0.66	leave, 0.65	takes, 0.65	gonna, 0.65	having, 0.65	balls, 0.65	small, 0.65	literally, 0.65
Abilities	Category Flexibility	The ability to generate or use different sets of rules for combining or grouping things in different ways.	different, 0.84	people, 0.77	learn, 0.74	create, 0.74	instead, 0.72	think, 0.72	understand, 0.72	making, 0.72	trying, 0.72	better, 0.71	change, 0.71	actually, 0.71	stuff, 0.71	makes, 0.71	certain, 0.7	creating, 0.7	especially, 0.7	changes, 0.69	usually, 0.69	based, 0.69	having, 0.69	words, 0.69	reason, 0.69	interesting, 0.69	wrong, 0.69	works, 0.69	person, 0.68	reasons, 0.68	ability, 0.68	putting, 0.68
Abilities	Written Comprehension	The ability to read and understand information and ideas presented in writing.	write, 0.77	learn, 0.76	understand, 0.76	writing, 0.76	interesting, 0.75	think, 0.74	people, 0.72	actually, 0.72	important, 0.71	trying, 0.71	learning, 0.71	stuff, 0.71	words, 0.71	experience, 0.71	information, 0.71	explain, 0.71	instead, 0.7	especially, 0.7	based, 0.7	thought, 0.7	answer, 0.69	advice, 0.69	stories, 0.69	given, 0.69	probably, 0.69	thinking, 0.69	ability, 0.68	reading, 0.68	making, 0.68	better, 0.68
Abilities	Gross Body Equilibrium	The ability to keep or regain your body balance or stay upright when in an unstable position.	ability, 0.69	position, 0.69	right, 0.69	trying, 0.69	strength, 0.67	balance, 0.66	strong, 0.66	matter, 0.66	person, 0.65	better, 0.64	reason, 0.64	focus, 0.64	inside, 0.64	maintain, 0.64	remain, 0.64	think, 0.64	power, 0.63	keeping, 0.63	handle, 0.63	leave, 0.63	woman, 0.63	learn, 0.63	point, 0.62	change, 0.62	certain, 0.62	understand, 0.62	difficult, 0.62	given, 0.62	trust, 0.62	having, 0.62
Abilities	Time Sharing	The ability to shift back and forth between two or more activities or sources of information (such as speech, sounds, touch, or other sources).	instead, 0.73	interesting, 0.73	today, 0.73	right, 0.73	think, 0.72	actually, 0.72	trying, 0.71	working, 0.71	especially, 0.71	probably, 0.71	better, 0.7	information, 0.7	stuff, 0.7	people, 0.7	having, 0.7	different, 0.7	experience, 0.7	including, 0.7	making, 0.69	ahead, 0.69	thought, 0.69	works, 0.69	apparently, 0.69	definitely, 0.69	important, 0.69	course, 0.69	means, 0.69	given, 0.69	bring, 0.68	clearly, 0.68
Abilities	Gross Body Coordination	The ability to coordinate the movement of your arms, legs, and torso together when the whole body is in motion.	hands, 0.69	trying, 0.65	chest, 0.65	moves, 0.65	shape, 0.64	bodies, 0.63	right, 0.63	muscles, 0.63	strength, 0.63	inside, 0.62	human, 0.62	shoulders, 0.62	movement, 0.62	think, 0.61	makes, 0.61	brain, 0.61	moving, 0.61	having, 0.61	fingers, 0.61	looking, 0.61	small, 0.61	ability, 0.6	instead, 0.6	touch, 0.6	actually, 0.6	working, 0.6	muscle, 0.6	movements, 0.6	looks, 0.6	motion, 0.59
Abilities	Oral Expression	The ability to communicate information and ideas in speaking so others will understand.	understand, 0.8	learn, 0.76	ability, 0.75	people, 0.73	explain, 0.73	communicate, 0.72	speak, 0.72	speaking, 0.71	learning, 0.7	think, 0.7	actually, 0.7	important, 0.69	trying, 0.69	usually, 0.69	words, 0.69	interesting, 0.68	understanding, 0.68	clearly, 0.68	especially, 0.68	language, 0.68	experience, 0.68	sense, 0.68	knowing, 0.67	different, 0.67	information, 0.67	means, 0.66	difficult, 0.66	instead, 0.66	person, 0.66	common, 0.66
Abilities	Dynamic Strength	The ability to exert muscle force repeatedly or continuously over time. This involves muscular endurance and resistance to muscle fatigue.	muscle, 0.74	strength, 0.7	ability, 0.68	muscles, 0.67	exercise, 0.67	trying, 0.64	force, 0.64	having, 0.63	effort, 0.62	brain, 0.61	certain, 0.61	instead, 0.6	takes, 0.6	workout, 0.6	actually, 0.6	improve, 0.6	helps, 0.59	fatigue, 0.59	cause, 0.59	think, 0.59	working, 0.59	power, 0.59	causes, 0.59	increase, 0.59	people, 0.59	struggle, 0.59	usually, 0.59	means, 0.58	endurance, 0.58	develop, 0.58
Abilities	Speed of Closure	The ability to quickly make sense of, combine, and organize information into meaningful patterns.	ability, 0.75	create, 0.7	important, 0.7	quickly, 0.69	learn, 0.68	information, 0.68	interesting, 0.67	change, 0.67	useful, 0.67	different, 0.67	improve, 0.67	process, 0.67	sense, 0.66	people, 0.66	understand, 0.65	stuff, 0.65	easier, 0.65	easily, 0.65	changes, 0.65	experience, 0.65	common, 0.65	thoughts, 0.65	certain, 0.65	usually, 0.64	difficult, 0.64	provide, 0.63	learning, 0.63	necessary, 0.63	actually, 0.63	value, 0.63
Abilities	Flexibility of Closure	The ability to identify or detect a known pattern (a figure, object, word, or sound) that is hidden in other distracting material.	trying, 0.73	actually, 0.72	understand, 0.72	think, 0.71	known, 0.71	person, 0.71	different, 0.7	clearly, 0.7	people, 0.7	probably, 0.69	instead, 0.69	ability, 0.69	learn, 0.69	interesting, 0.69	meaning, 0.69	explain, 0.69	right, 0.68	based, 0.68	especially, 0.68	usually, 0.68	thought, 0.68	words, 0.68	wrong, 0.68	reason, 0.67	common, 0.67	knowing, 0.67	possibly, 0.67	better, 0.67	definitely, 0.67	means, 0.67
Abilities	Sound Localization	The ability to tell the direction from which a sound originated.	think, 0.79	actually, 0.78	people, 0.75	right, 0.74	understand, 0.74	probably, 0.73	thought, 0.73	remember, 0.72	saying, 0.72	sound, 0.72	wonder, 0.72	makes, 0.71	reason, 0.71	called, 0.71	cause, 0.71	wrong, 0.71	heard, 0.71	means, 0.71	exactly, 0.71	thats, 0.71	trying, 0.71	different, 0.7	definitely, 0.7	better, 0.7	apparently, 0.7	words, 0.7	talking, 0.7	gonna, 0.7	wanted, 0.7	obviously, 0.69
Abilities	Information Ordering	The ability to arrange things or actions in a certain order or pattern according to a specific rule or set of rules (e.g., patterns of numbers, letters, words, pictures, mathematical operations).	people, 0.77	think, 0.76	different, 0.76	words, 0.75	change, 0.75	instead, 0.74	stuff, 0.73	right, 0.73	understand, 0.73	wrong, 0.73	actually, 0.73	reason, 0.72	certain, 0.72	trying, 0.72	better, 0.71	means, 0.71	based, 0.71	learn, 0.71	especially, 0.7	probably, 0.7	matter, 0.7	person, 0.7	remember, 0.7	thought, 0.69	making, 0.69	makes, 0.69	maybe, 0.69	today, 0.69	guess, 0.69	important, 0.69
Abilities	Finger Dexterity	The ability to make precisely coordinated movements of the fingers of one or both hands to grasp, manipulate, or assemble very small objects.	ability, 0.72	trying, 0.68	small, 0.68	understand, 0.66	hands, 0.66	people, 0.65	clearly, 0.64	think, 0.64	objects, 0.64	instead, 0.64	learn, 0.63	allow, 0.63	actually, 0.63	properly, 0.63	handle, 0.63	easily, 0.63	difficult, 0.62	movements, 0.62	different, 0.62	fingers, 0.62	especially, 0.62	matter, 0.62	approach, 0.62	words, 0.62	right, 0.62	making, 0.62	exactly, 0.61	putting, 0.61	create, 0.61	takes, 0.61
Work Values	Relationships	Occupations that satisfy this work value allow employees to provide service to others and work with co-workers in a friendly non-competitive environment. Corresponding needs are Co-workers, Moral Values and Social Service.	business, 0.76	provide, 0.75	working, 0.74	people, 0.74	company, 0.73	employees, 0.73	service, 0.72	experience, 0.72	workers, 0.72	services, 0.7	based, 0.7	customers, 0.7	value, 0.7	public, 0.7	community, 0.69	better, 0.69	offer, 0.69	important, 0.69	today, 0.69	education, 0.69	change, 0.69	right, 0.69	especially, 0.69	given, 0.68	trying, 0.68	having, 0.68	think, 0.68	instead, 0.68	allow, 0.68	health, 0.68
Work Values	Achievement	Occupations that satisfy this work value are results oriented and allow employees to use their strongest abilities, giving them a feeling of accomplishment. Corresponding needs are Ability Utilization and Achievement.	given, 0.74	ability, 0.73	experience, 0.73	having, 0.72	knowing, 0.71	people, 0.71	success, 0.71	value, 0.71	expect, 0.71	instead, 0.71	think, 0.71	trying, 0.7	better, 0.7	usually, 0.7	giving, 0.7	person, 0.7	consider, 0.7	actually, 0.7	especially, 0.7	makes, 0.69	making, 0.69	allow, 0.69	working, 0.69	learn, 0.68	understand, 0.68	reason, 0.68	matter, 0.68	truly, 0.68	means, 0.68	getting, 0.68
Work Values	Support	Occupations that satisfy this work value offer supportive management that stands behind employees. Corresponding needs are Company Policies, Supervision: Human Relations and Supervision: Technical.	company, 0.77	business, 0.76	services, 0.74	provide, 0.74	management, 0.71	working, 0.71	development, 0.7	experience, 0.7	based, 0.7	companies, 0.7	offer, 0.7	education, 0.7	employees, 0.69	value, 0.69	policy, 0.69	given, 0.68	service, 0.68	government, 0.68	people, 0.68	offers, 0.68	needed, 0.68	customer, 0.67	having, 0.67	industry, 0.67	clients, 0.67	customers, 0.67	public, 0.67	needs, 0.67	corporate, 0.67	organization, 0.67
Work Values	Working Conditions	Occupations that satisfy this work value offer job security and good working conditions. Corresponding needs are Activity, Compensation, Independence, Security, Variety and Working Conditions.	working, 0.79	today, 0.75	better, 0.74	right, 0.74	having, 0.73	people, 0.73	business, 0.73	think, 0.73	instead, 0.73	experience, 0.73	looking, 0.71	company, 0.71	provide, 0.71	offer, 0.71	based, 0.71	getting, 0.71	given, 0.7	actually, 0.7	trying, 0.7	needed, 0.7	means, 0.7	works, 0.7	especially, 0.7	health, 0.69	expect, 0.69	needs, 0.69	making, 0.69	including, 0.69	probably, 0.68	taking, 0.68
Work Values	Recognition	Occupations that satisfy this work value offer advancement, potential for leadership, and are often considered prestigious. Corresponding needs are Advancement, Authority, Recognition and Social Status.	value, 0.73	business, 0.71	success, 0.7	potential, 0.7	given, 0.7	experience, 0.7	provide, 0.7	based, 0.69	leadership, 0.69	education, 0.69	opportunity, 0.68	development, 0.68	consider, 0.67	offer, 0.67	company, 0.66	important, 0.66	ensure, 0.66	purpose, 0.66	career, 0.65	offers, 0.65	means, 0.65	technology, 0.65	benefits, 0.65	future, 0.65	organization, 0.65	people, 0.65	working, 0.65	requires, 0.65	better, 0.64	industry, 0.64
Work Values	Independence	Occupations that satisfy this work value allow employees to work on their own and make decisions. Corresponding needs are Creativity, Responsibility and Autonomy.	allow, 0.72	working, 0.71	instead, 0.71	experience, 0.7	value, 0.7	given, 0.7	people, 0.7	business, 0.69	trying, 0.69	provide, 0.69	better, 0.69	think, 0.69	right, 0.69	expect, 0.69	having, 0.68	learn, 0.68	success, 0.68	understand, 0.68	employees, 0.68	change, 0.68	knowing, 0.68	reason, 0.67	makes, 0.67	ensure, 0.67	necessary, 0.67	takes, 0.67	create, 0.67	matter, 0.67	ability, 0.67	making, 0.67
Knowledge	Clerical	Knowledge of administrative and clerical procedures and systems such as word processing, managing files and records, stenography and transcription, designing forms, and other office procedures and terminology.	services, 0.72	process, 0.71	systems, 0.69	information, 0.69	management, 0.68	development, 0.68	medical, 0.66	research, 0.66	procedures, 0.65	resources, 0.65	specialist, 0.65	office, 0.64	solutions, 0.64	materials, 0.64	practices, 0.64	operations, 0.64	application, 0.64	technology, 0.64	methods, 0.63	software, 0.63	business, 0.63	document, 0.63	financial, 0.63	database, 0.63	processes, 0.63	based, 0.63	forms, 0.62	procedure, 0.62	files, 0.62	assessment, 0.62
Knowledge	Psychology	Knowledge of human behavior and performance; individual differences in ability, personality, and interests; learning and motivation; psychological research methods; and the assessment and treatment of behavioral and affective disorders.	research, 0.72	ability, 0.7	learning, 0.7	based, 0.7	human, 0.69	understanding, 0.69	experience, 0.68	methods, 0.68	approach, 0.68	studies, 0.68	physical, 0.67	process, 0.67	education, 0.67	behavior, 0.66	psychology, 0.66	learn, 0.66	development, 0.66	improve, 0.66	common, 0.66	health, 0.66	skills, 0.66	information, 0.65	value, 0.65	science, 0.65	brain, 0.65	example, 0.64	important, 0.64	develop, 0.64	understand, 0.64	impact, 0.63
Knowledge	Economics and Accounting	Knowledge of economic and accounting principles and practices, the financial markets, banking and the analysis and reporting of financial data.	financial, 0.86	economic, 0.79	banking, 0.77	investment, 0.76	finance, 0.75	analysis, 0.75	business, 0.74	research, 0.73	development, 0.72	policy, 0.72	management, 0.72	strategy, 0.71	accounting, 0.7	technology, 0.7	economics, 0.7	corporate, 0.69	market, 0.69	systems, 0.69	growth, 0.69	report, 0.69	education, 0.69	economy, 0.68	resources, 0.68	information, 0.68	markets, 0.68	technical, 0.67	practices, 0.67	consumer, 0.67	government, 0.66	governance, 0.66
Knowledge	History and Archeology	Knowledge of historical events and their causes, indicators, and effects on civilizations and cultures.	events, 0.68	experience, 0.66	causes, 0.66	historical, 0.65	effects, 0.65	cultures, 0.65	based, 0.64	culture, 0.64	experiences, 0.64	economic, 0.64	impact, 0.63	different, 0.62	studies, 0.62	diseases, 0.62	factors, 0.61	aspects, 0.6	information, 0.6	including, 0.6	related, 0.6	learning, 0.6	research, 0.6	creating, 0.6	common, 0.59	resources, 0.59	implications, 0.59	affect, 0.59	technology, 0.59	development, 0.59	interesting, 0.59	political, 0.58
Knowledge	English Language	Knowledge of the structure and content of the English language including the meaning and spelling of words, rules of composition, and grammar.	language, 0.83	words, 0.79	english, 0.77	meaning, 0.75	understand, 0.74	learn, 0.73	correct, 0.72	grammar, 0.72	example, 0.7	writing, 0.7	course, 0.7	learning, 0.7	means, 0.7	write, 0.69	based, 0.69	different, 0.69	reference, 0.69	common, 0.69	subject, 0.68	speaking, 0.68	terms, 0.68	history, 0.68	spelling, 0.68	instead, 0.68	actually, 0.67	speak, 0.67	lesson, 0.67	wrong, 0.67	think, 0.67	explain, 0.67
Knowledge	Customer and Personal Service	Knowledge of principles and processes for providing customer and personal services. This includes customer needs assessment, meeting quality standards for services, and evaluation of customer satisfaction.	services, 0.8	customer, 0.79	service, 0.77	management, 0.77	business, 0.76	company, 0.74	development, 0.74	provide, 0.74	client, 0.73	experience, 0.73	quality, 0.73	information, 0.72	based, 0.72	value, 0.71	product, 0.71	education, 0.7	process, 0.69	customers, 0.69	technology, 0.68	providing, 0.68	research, 0.68	offers, 0.68	clients, 0.68	offer, 0.67	solutions, 0.67	offering, 0.67	systems, 0.66	health, 0.66	needed, 0.66	financial, 0.66
Knowledge	Mathematics	Knowledge of arithmetic, algebra, geometry, calculus, statistics, and their applications.	algebra, 0.81	geometry, 0.81	calculus, 0.8	biology, 0.79	physics, 0.79	geography, 0.74	economics, 0.73	sociology, 0.72	science, 0.72	midterm, 0.72	psychology, 0.71	mathematics, 0.68	accounting, 0.68	studying, 0.67	maths, 0.67	studies, 0.67	tests, 0.66	statistics, 0.66	exams, 0.66	civics, 0.65	class, 0.65	classes, 0.65	essay, 0.64	philosophy, 0.64	assessment, 0.64	homework, 0.63	learning, 0.63	vocab, 0.63	chemistry, 0.62	psych, 0.62
Knowledge	Sociology and Anthropology	Knowledge of group behavior and dynamics, societal trends and influences, human migrations, ethnicity, cultures and their history and origins.	culture, 0.71	based, 0.7	experience, 0.67	behavior, 0.67	human, 0.67	society, 0.65	history, 0.65	political, 0.64	different, 0.64	influence, 0.64	values, 0.64	diversity, 0.64	development, 0.64	cultures, 0.63	technology, 0.63	learning, 0.63	science, 0.62	perspective, 0.62	language, 0.62	people, 0.62	gender, 0.62	organization, 0.62	environment, 0.62	practices, 0.62	economic, 0.61	interesting, 0.61	learn, 0.61	challenges, 0.61	business, 0.61	world, 0.61
Knowledge	Public Safety and Security	Knowledge of relevant equipment, policies, procedures, and strategies to promote effective local, state, or national security operations for the protection of people, data, property, and institutions.	business, 0.75	information, 0.75	services, 0.75	policy, 0.75	government, 0.74	companies, 0.74	development, 0.73	management, 0.73	education, 0.73	company, 0.72	health, 0.72	security, 0.71	provide, 0.71	strategy, 0.71	research, 0.71	public, 0.7	technology, 0.7	based, 0.7	businesses, 0.69	industry, 0.69	policies, 0.69	resources, 0.69	corporate, 0.69	including, 0.68	financial, 0.68	service, 0.68	programs, 0.68	systems, 0.68	practices, 0.68	report, 0.68
Knowledge	Biology	Knowledge of plant and animal organisms, their tissues, cells, functions, interdependencies, and interactions with each other and the environment.	cells, 0.74	human, 0.68	plants, 0.68	plant, 0.66	environment, 0.65	brain, 0.65	energy, 0.62	research, 0.61	animals, 0.61	humans, 0.61	structure, 0.61	provide, 0.61	resources, 0.6	parts, 0.6	functions, 0.6	materials, 0.6	health, 0.6	people, 0.6	products, 0.59	organs, 0.59	children, 0.59	water, 0.59	instead, 0.59	based, 0.59	disease, 0.58	science, 0.58	lives, 0.58	information, 0.58	brains, 0.58	species, 0.58
Knowledge	Administration and Management	Knowledge of business and management principles involved in strategic planning, resource allocation, human resources modeling, leadership technique, production methods, and coordination of people and resources.	development, 0.81	resources, 0.8	management, 0.79	business, 0.77	resource, 0.76	education, 0.76	strategy, 0.75	research, 0.74	information, 0.73	process, 0.73	technology, 0.72	learning, 0.72	leadership, 0.72	services, 0.71	based, 0.71	company, 0.71	strategies, 0.71	solutions, 0.7	skills, 0.7	methods, 0.7	marketing, 0.69	innovation, 0.69	investment, 0.69	industry, 0.69	organization, 0.69	product, 0.69	experience, 0.68	financial, 0.68	systems, 0.68	tools, 0.68
Knowledge	Transportation	Knowledge of principles and methods for moving people or goods by air, rail, sea, or road, including the relative costs and benefits.	people, 0.75	including, 0.74	instead, 0.72	benefits, 0.71	especially, 0.71	right, 0.71	based, 0.71	think, 0.7	company, 0.7	taking, 0.7	business, 0.7	today, 0.69	working, 0.69	getting, 0.69	experience, 0.69	different, 0.69	provide, 0.69	means, 0.69	making, 0.69	trying, 0.69	value, 0.68	better, 0.68	stuff, 0.68	works, 0.68	course, 0.68	having, 0.68	living, 0.68	small, 0.67	looking, 0.67	moving, 0.67
Knowledge	Engineering and Technology	Knowledge of the practical application of engineering science and technology. This includes applying principles, techniques, procedures, and equipment to the design and production of various goods and services.	technology, 0.78	engineering, 0.76	development, 0.76	services, 0.75	management, 0.74	research, 0.74	process, 0.73	information, 0.73	design, 0.73	product, 0.73	business, 0.72	systems, 0.72	materials, 0.72	company, 0.71	education, 0.71	science, 0.7	based, 0.7	solutions, 0.7	resources, 0.7	methods, 0.7	skills, 0.69	software, 0.69	equipment, 0.69	production, 0.69	learning, 0.69	techniques, 0.68	resource, 0.68	application, 0.68	tools, 0.67	experience, 0.67
Knowledge	Fine Arts	Knowledge of the theory and techniques required to compose, produce, and perform works of music, dance, visual arts, drama, and sculpture.	music, 0.74	dance, 0.69	project, 0.69	learn, 0.69	experience, 0.69	based, 0.68	works, 0.68	skills, 0.68	science, 0.68	performance, 0.68	learning, 0.67	actually, 0.67	working, 0.67	history, 0.66	production, 0.66	stuff, 0.66	making, 0.66	talent, 0.65	course, 0.65	research, 0.65	class, 0.65	better, 0.65	writing, 0.65	think, 0.65	today, 0.65	check, 0.65	create, 0.64	culture, 0.64	visual, 0.64	language, 0.64
Knowledge	Sales and Marketing	Knowledge of principles and methods for showing, promoting, and selling products or services. This includes marketing strategy and tactics, product demonstration, sales techniques, and sales control systems.	product, 0.8	strategy, 0.78	business, 0.77	marketing, 0.77	strategies, 0.76	services, 0.76	company, 0.75	advertising, 0.74	management, 0.74	products, 0.73	methods, 0.73	development, 0.73	technology, 0.72	tools, 0.72	companies, 0.72	systems, 0.72	information, 0.71	solutions, 0.71	techniques, 0.7	software, 0.7	sales, 0.7	based, 0.7	industry, 0.7	resources, 0.69	process, 0.69	offers, 0.69	guide, 0.67	value, 0.67	including, 0.67	service, 0.67
Knowledge	Building and Construction	Knowledge of materials, methods, and the tools involved in the construction or repair of houses, buildings, or other structures such as highways and roads.	building, 0.75	construction, 0.73	buildings, 0.73	materials, 0.72	vehicles, 0.7	roads, 0.7	systems, 0.69	projects, 0.68	structures, 0.68	build, 0.67	services, 0.67	equipment, 0.66	companies, 0.65	structure, 0.65	methods, 0.65	provide, 0.64	built, 0.64	houses, 0.64	homes, 0.64	tools, 0.64	businesses, 0.64	company, 0.64	development, 0.63	business, 0.63	areas, 0.63	infrastructure, 0.63	technology, 0.63	process, 0.63	parts, 0.63	information, 0.63
Knowledge	Law and Government	Knowledge of laws, legal codes, court procedures, precedents, government regulations, executive orders, agency rules, and the democratic political process.	government, 0.79	policy, 0.77	rules, 0.74	political, 0.71	policies, 0.7	states, 0.69	rights, 0.68	administration, 0.67	business, 0.67	regulations, 0.67	officials, 0.67	corporate, 0.67	process, 0.66	legislation, 0.66	companies, 0.66	information, 0.66	authority, 0.66	based, 0.66	immigration, 0.65	politics, 0.65	security, 0.65	court, 0.65	education, 0.65	issues, 0.65	orders, 0.64	council, 0.64	development, 0.64	commission, 0.64	constitutional, 0.64	enforcement, 0.64
